flow_id,src_ip,dst_ip,flow_duration,packet_rate,byte_rate,pkt_iat_mean,pkt_iat_std,packet_len_mean,packet_in_count,tcp_flags_syn_count,flow_active_ratio,rsu_channel_occupancy,label
472,10.0.1.193,192.168.1.233,5.1067,55.67,764915.87,27.68,4.78,1451.06,5,1,0.774,0.204,3
473,10.0.1.233,192.168.1.210,20.6361,701.95,534457.49,0.18,4.32,836.57,176,1,0.709,0.515,1
474,10.0.1.82,192.168.1.86,28.2188,50.16,51433.06,17.42,3.15,736.68,2,1,0.849,0.429,0
475,10.0.4.22,192.168.1.160,14.1106,43.05,47296.09,2.78,1.55,981.85,1,29,0.727,0.322,2
476,10.0.4.222,192.168.1.173,29.0905,718.55,745897.31,0.44,1.32,953.66,245,1,0.915,0.767,1
477,10.0.4.198,192.168.1.134,28.8292,46.68,1541524.42,19.06,1.05,1450.93,1,1,0.941,0.371,3
478,10.0.2.83,192.168.1.84,8.958,47.77,34320.12,12.54,3.0,861.67,1,1,0.786,0.215,0
479,10.0.3.27,192.168.1.182,4.0716,53.71,45131.19,20.9,7.84,877.05,3,1,0.792,0.301,0
480,10.0.1.130,192.168.1.61,25.9757,1111.63,443321.18,0.68,8.36,876.52,373,2,0.758,0.963,1
481,10.0.2.220,192.168.1.144,15.5739,34.76,57142.36,17.89,6.41,1167.73,1,1,0.902,0.4,0
482,10.0.2.26,192.168.1.133,11.3862,61.99,37603.62,3.34,9.21,1275.45,3,64,0.892,0.44,2
483,10.0.2.176,192.168.1.5,6.9025,30.35,35188.54,19.99,3.91,1298.81,1,0,0.903,0.437,0
484,10.0.3.35,192.168.1.98,1.9936,68.34,49988.47,13.55,2.82,1043.64,5,1,0.862,0.277,0
485,10.0.3.87,192.168.1.223,20.0902,74.41,54371.27,20.46,5.95,1379.49,3,0,0.826,0.386,0
486,10.0.4.82,192.168.1.89,19.4934,40.06,68250.0,20.26,6.04,1106.65,1,0,0.765,0.425,0
487,10.0.1.112,192.168.1.221,7.3819,1481.63,596318.23,0.18,8.11,909.53,143,1,0.814,0.652,1
488,10.0.3.154,192.168.1.215,9.1825,38.05,57723.55,15.6,5.18,947.03,5,2,0.753,0.296,0
489,10.0.3.7,192.168.1.54,1.5687,52.76,70422.58,22.86,6.19,960.01,1,0,0.839,0.303,0
490,10.0.3.54,192.168.1.228,4.2208,40.2,59241.97,16.23,7.19,921.54,1,1,0.704,0.229,0
491,10.0.4.72,192.168.1.156,26.9786,969.11,569771.38,0.28,4.45,838.01,309,2,0.91,0.668,1
492,10.0.2.75,192.168.1.81,18.9884,50.2,44957.91,18.75,3.44,1163.35,1,1,0.942,0.376,0
493,10.0.4.101,192.168.1.147,10.5412,657.6,790227.99,0.89,1.49,1014.18,225,1,0.93,0.467,1
494,10.0.2.233,192.168.1.47,15.8485,68.06,50418.28,16.41,2.67,998.35,4,0,0.814,0.26,0
495,10.0.2.114,192.168.1.110,1.3699,489.16,804842.64,0.25,6.71,1098.07,194,1,0.931,0.502,1
496,10.0.4.237,192.168.1.232,1.9911,47.65,59952.9,17.11,7.23,1140.87,2,0,0.908,0.445,0
497,10.0.4.15,192.168.1.135,15.5824,29.86,53133.71,17.74,3.09,995.53,3,0,0.807,0.249,0
498,10.0.2.218,192.168.1.24,3.4303,48.95,72439.21,6.37,4.57,1187.87,2,2,0.849,0.348,0
499,10.0.1.228,192.168.1.175,4.1404,66.16,44370.63,19.17,4.56,1055.18,0,1,0.889,0.441,0
500,10.0.4.16,192.168.1.224,9.8001,45.63,1942388.7,22.28,1.74,1481.0,1,1,0.781,0.361,3
501,10.0.1.121,192.168.1.209,19.9824,1047.94,836052.49,0.78,4.39,806.34,275,0,0.742,0.822,1
502,10.0.2.80,192.168.1.205,18.7452,64.59,40860.86,22.5,6.78,550.91,4,2,0.841,0.212,0
503,10.0.2.111,192.168.1.228,13.6454,815.86,314695.53,0.66,6.35,742.6,288,0,0.721,0.469,1
504,10.0.2.82,192.168.1.151,8.9042,1115.07,818838.52,0.45,1.14,1164.48,336,2,0.878,0.64,1
505,10.0.3.40,192.168.1.144,7.1398,724.61,835687.02,0.37,4.04,993.31,164,2,0.779,0.757,1
506,10.0.4.152,192.168.1.208,23.4716,51.01,25213.62,3.87,4.52,924.78,0,28,0.829,0.292,2
507,10.0.1.218,192.168.1.117,6.9306,553.86,639317.73,0.89,7.34,883.74,252,2,0.853,0.678,1
508,10.0.1.61,192.168.1.248,3.5012,48.32,56036.46,26.87,5.72,1178.06,1,0,0.903,0.256,0
509,10.0.1.69,192.168.1.134,24.2802,757.61,979530.51,0.96,8.4,826.67,156,2,0.923,0.836,1
510,10.0.1.171,192.168.1.237,20.6982,974.62,305099.21,0.59,7.88,915.14,360,0,0.858,0.671,1
511,10.0.3.73,192.168.1.66,24.7311,821.55,503861.16,0.87,2.72,1092.13,142,1,0.933,0.623,1
512,10.0.2.210,192.168.1.185,8.711,45.39,49396.14,22.96,7.63,1152.09,2,0,0.748,0.242,0
513,10.0.2.25,192.168.1.36,21.9059,1709.12,1104022.45,0.64,4.83,1097.33,390,1,0.898,0.761,1
514,10.0.3.169,192.168.1.135,25.5501,58.73,2477539.52,22.4,4.44,1474.15,3,0,0.932,0.314,3
515,10.0.3.28,192.168.1.218,10.8207,631.73,706451.37,0.32,5.09,954.05,190,2,0.879,0.922,1
516,10.0.4.184,192.168.1.79,8.3893,34.51,46445.8,27.4,3.0,920.96,4,0,0.869,0.39,0
517,10.0.2.68,192.168.1.49,10.7488,967.97,471618.49,0.89,4.76,931.68,172,0,0.828,0.742,1
518,10.0.4.140,192.168.1.2,1.7651,52.45,43256.93,24.07,3.97,971.9,2,1,0.767,0.287,0
519,10.0.3.48,192.168.1.113,17.1026,64.5,37297.68,15.62,6.36,1040.56,1,2,0.784,0.402,0
520,10.0.3.113,192.168.1.204,16.3734,58.95,1721330.33,15.2,3.39,1440.7,3,2,0.763,0.351,3
521,10.0.3.67,192.168.1.143,26.4162,33.69,55316.66,22.28,5.43,969.5,3,0,0.771,0.326,0
522,10.0.3.66,192.168.1.200,18.8416,70.49,41225.11,19.81,8.06,1290.19,1,0,0.745,0.447,0
523,10.0.4.152,192.168.1.177,26.4213,58.06,47730.58,22.0,9.58,735.51,4,0,0.702,0.315,0
524,10.0.1.4,192.168.1.3,6.2303,47.15,44327.38,20.64,3.81,1038.13,0,0,0.776,0.424,0
525,10.0.3.172,192.168.1.58,16.3011,44.79,58072.61,20.17,9.42,1195.91,3,1,0.907,0.406,0
526,10.0.2.151,192.168.1.17,29.9854,662.44,334489.95,0.9,6.01,978.25,393,1,0.85,0.749,1
527,10.0.3.46,192.168.1.5,25.9236,38.34,43107.96,12.99,5.74,1125.68,2,1,0.903,0.439,0
528,10.0.1.206,192.168.1.49,25.2239,61.44,40689.29,24.27,1.65,823.43,0,1,0.868,0.24,0
529,10.0.4.230,192.168.1.83,19.0888,66.53,47356.44,2.86,3.79,1000.27,1,59,0.824,0.307,2
530,10.0.3.104,192.168.1.193,29.432,56.3,1380649.66,20.47,4.0,1444.15,2,1,0.754,0.264,3
531,10.0.3.87,192.168.1.219,3.1676,1018.33,588672.01,0.45,6.18,959.42,293,1,0.786,0.631,1
532,10.0.4.242,192.168.1.160,28.679,61.43,57949.23,26.75,7.12,1070.58,0,1,0.847,0.408,0
533,10.0.4.135,192.168.1.68,20.1758,61.83,47905.48,10.15,4.78,1097.07,2,0,0.739,0.438,0
534,10.0.2.150,192.168.1.63,4.8843,39.86,46415.96,13.88,7.35,912.44,1,1,0.766,0.294,0
535,10.0.1.89,192.168.1.246,6.4332,50.43,58901.76,16.69,6.4,664.26,1,0,0.738,0.415,0
536,10.0.1.67,192.168.1.208,4.0268,48.46,1612644.53,20.85,3.31,1438.3,1,1,0.797,0.283,3
537,10.0.3.121,192.168.1.36,27.489,46.36,58585.15,16.8,5.37,1112.47,2,1,0.827,0.241,0
538,10.0.1.217,192.168.1.215,18.1052,43.57,40942.11,17.53,3.67,1016.32,2,2,0.764,0.266,0
539,10.0.4.51,192.168.1.96,2.632,34.61,66034.8,11.06,7.7,720.03,3,1,0.828,0.347,0
540,10.0.4.52,192.168.1.236,1.6953,59.45,44474.31,10.63,9.09,850.42,4,1,0.838,0.258,0
541,10.0.2.142,192.168.1.179,6.9961,39.41,50302.74,12.86,6.25,1039.06,5,0,0.862,0.305,0
542,10.0.4.76,192.168.1.4,7.2375,42.29,44673.66,24.69,6.52,1269.66,1,2,0.747,0.231,0
543,10.0.3.206,192.168.1.106,10.0937,46.84,47497.18,3.68,5.16,1266.47,3,74,0.908,0.365,2
544,10.0.3.9,192.168.1.184,11.0102,49.8,1492704.33,16.35,6.41,1443.77,2,1,0.943,0.437,3
545,10.0.1.173,192.168.1.138,22.9075,48.28,32661.86,17.2,6.58,1084.63,2,0,0.803,0.227,0
546,10.0.3.165,192.168.1.66,28.1987,747.7,1250252.82,0.39,4.19,1000.27,349,0,0.766,0.723,1
547,10.0.2.229,192.168.1.80,6.8003,1101.48,634900.62,0.55,5.59,1109.47,168,1,0.894,0.966,1
548,10.0.4.52,192.168.1.80,22.7869,753.15,325052.22,0.21,7.94,995.46,188,1,0.741,0.988,1
549,10.0.2.230,192.168.1.102,9.5272,43.63,1246207.68,25.53,4.41,1424.89,3,2,0.72,0.34,3
550,10.0.4.187,192.168.1.204,17.2277,58.37,63292.38,18.95,4.85,1145.13,2,0,0.765,0.324,0
551,10.0.4.17,192.168.1.78,17.0894,477.18,1177959.49,0.77,6.15,973.3,383,3,0.774,0.834,1
552,10.0.2.79,192.168.1.23,20.7147,1167.24,437926.36,0.51,2.7,970.96,258,0,0.708,0.62,1
553,10.0.2.31,192.168.1.218,11.6469,57.45,1379625.55,22.86,4.23,1457.44,2,2,0.894,0.278,3
554,10.0.1.42,192.168.1.53,26.3607,688.2,455570.77,0.78,3.38,822.58,303,1,0.797,0.578,1
555,10.0.4.85,192.168.1.168,23.8133,55.29,977643.7,23.15,8.0,1441.88,4,2,0.798,0.354,3
556,10.0.4.115,192.168.1.38,27.3849,51.67,60599.5,14.03,2.97,709.69,2,3,0.754,0.293,0
557,10.0.1.22,192.168.1.111,22.7833,44.51,1471926.87,22.28,4.66,1489.51,0,2,0.822,0.208,3
558,10.0.3.175,192.168.1.91,6.1343,29.62,53007.49,23.84,5.6,1111.37,2,1,0.93,0.235,0
559,10.0.1.51,192.168.1.73,14.6094,1115.3,597204.95,0.13,4.64,951.77,246,0,0.747,0.892,1
560,10.0.4.154,192.168.1.61,14.1303,1340.17,821575.21,0.92,5.88,1040.15,327,0,0.732,0.728,1
561,10.0.2.117,192.168.1.24,15.4137,959.04,769144.66,0.34,8.27,882.98,149,1,0.907,0.651,1
562,10.0.4.199,192.168.1.188,29.4611,996.89,571947.28,0.7,3.54,873.02,396,0,0.709,0.827,1
563,10.0.4.47,192.168.1.185,22.8742,53.25,55805.68,26.05,4.95,1245.84,3,0,0.704,0.23,0
564,10.0.4.53,192.168.1.217,9.9155,59.08,54722.64,18.79,4.34,1140.98,0,4,0.744,0.319,0
565,10.0.3.182,192.168.1.16,13.0946,758.83,412304.1,0.48,6.96,642.23,298,1,0.825,0.692,1
566,10.0.4.49,192.168.1.86,13.3958,862.82,744660.44,0.71,4.35,1297.81,329,2,0.743,0.515,1
567,10.0.1.181,192.168.1.152,21.8056,42.81,884915.02,20.63,1.84,1442.09,1,0,0.897,0.242,3
568,10.0.2.189,192.168.1.46,20.7469,37.28,50087.73,2.9,7.06,856.6,5,67,0.796,0.347,2
569,10.0.1.129,192.168.1.67,11.0644,42.07,47169.57,19.76,2.25,876.97,2,1,0.888,0.225,0
570,10.0.4.27,192.168.1.220,8.3344,771.84,594835.73,0.55,10.27,1173.03,235,1,0.778,0.688,1
571,10.0.3.78,192.168.1.13,25.0753,1188.54,392531.42,0.69,1.49,809.65,368,0,0.807,0.494,1
572,10.0.3.173,192.168.1.96,24.8064,52.31,64771.11,17.66,3.7,1119.16,1,0,0.878,0.201,0
573,10.0.4.122,192.168.1.208,9.975,56.19,1055879.65,29.16,1.94,1450.12,1,1,0.939,0.207,3
574,10.0.1.95,192.168.1.58,9.4127,35.18,34246.78,26.11,4.5,986.38,1,2,0.801,0.385,0
575,10.0.4.148,192.168.1.232,27.2473,703.04,202949.23,0.89,6.58,1402.08,363,1,0.718,0.872,1
576,10.0.2.146,192.168.1.36,12.1093,892.01,380346.89,0.82,2.4,814.31,254,2,0.733,0.765,1
577,10.0.2.44,192.168.1.211,8.3723,606.17,932697.93,0.34,6.19,904.22,312,1,0.77,0.527,1
578,10.0.3.39,192.168.1.164,26.0848,50.65,56103.14,20.43,4.6,937.56,1,1,0.861,0.334,0
579,10.0.3.156,192.168.1.218,10.4939,1186.19,993748.21,0.34,4.04,935.1,237,1,0.786,0.822,1
580,10.0.2.176,192.168.1.47,14.8035,1107.18,591513.29,0.49,4.7,993.91,393,0,0.792,0.673,1
581,10.0.4.43,192.168.1.14,4.8341,44.81,67183.64,4.34,4.83,667.63,2,77,0.712,0.412,2
582,10.0.3.112,192.168.1.61,8.1479,48.05,53110.15,14.98,5.22,810.62,2,0,0.707,0.385,0
583,10.0.2.100,192.168.1.132,21.8571,1321.88,531366.2,0.47,4.79,931.16,187,2,0.935,0.77,1
584,10.0.2.4,192.168.1.192,21.7081,54.25,61166.34,21.17,1.8,876.27,2,4,0.743,0.278,0
585,10.0.2.174,192.168.1.42,15.3431,672.83,302215.47,0.95,9.81,1052.29,285,1,0.705,0.753,1
586,10.0.2.45,192.168.1.210,25.6587,1027.03,785379.53,0.58,8.52,1183.54,153,4,0.906,0.665,1
587,10.0.2.37,192.168.1.73,7.5236,49.49,60552.11,30.12,7.73,989.22,0,0,0.746,0.37,0
588,10.0.4.29,192.168.1.37,7.0431,72.57,56552.34,21.28,2.35,934.61,6,0,0.797,0.328,0
589,10.0.2.129,192.168.1.245,28.0609,47.71,1130205.79,20.88,3.11,1453.72,2,1,0.854,0.301,3
590,10.0.4.208,192.168.1.235,13.8744,58.11,2234770.68,22.47,1.77,1479.37,2,6,0.842,0.296,3
591,10.0.1.85,192.168.1.200,22.1885,55.24,58117.93,20.48,8.51,908.39,2,1,0.764,0.382,0
592,10.0.1.174,192.168.1.147,23.3824,66.76,52872.73,24.72,3.8,869.68,2,1,0.774,0.314,0
593,10.0.1.155,192.168.1.57,29.7649,56.45,44295.31,19.12,4.81,1161.54,2,1,0.887,0.234,0
594,10.0.1.99,192.168.1.125,9.2689,45.76,57786.27,14.39,5.11,763.98,3,1,0.859,0.291,0
595,10.0.4.104,192.168.1.113,24.1577,49.42,61592.69,17.57,5.77,627.8,1,1,0.864,0.205,0
596,10.0.1.175,192.168.1.105,1.4456,48.15,69126.88,13.38,8.97,1113.58,1,0,0.888,0.285,0
597,10.0.4.171,192.168.1.47,29.3282,41.24,1117145.98,23.96,2.4,1459.51,0,1,0.867,0.402,3
598,10.0.2.6,192.168.1.114,15.5697,52.38,1299633.99,17.84,5.46,1485.77,3,0,0.785,0.302,3
599,10.0.4.107,192.168.1.227,12.9135,1105.95,497295.98,0.28,7.06,1055.29,218,0,0.764,0.962,1
600,10.0.2.175,192.168.1.17,12.8318,31.37,51002.83,30.8,2.88,921.08,0,1,0.715,0.44,0
601,10.0.4.6,192.168.1.193,17.6737,53.05,1774088.08,25.83,4.84,1458.3,1,4,0.825,0.294,3
602,10.0.2.59,192.168.1.19,4.0345,50.65,65982.96,9.49,7.69,848.22,3,0,0.861,0.412,0
603,10.0.4.69,192.168.1.226,17.9714,930.29,775428.87,0.78,4.05,723.54,272,1,0.72,0.653,1
604,10.0.1.143,192.168.1.189,3.3169,45.64,60481.17,1.72,5.69,942.37,4,31,0.804,0.411,2
605,10.0.2.228,192.168.1.116,26.8133,42.38,49880.03,15.11,2.01,1108.98,3,1,0.909,0.305,0
606,10.0.3.178,192.168.1.131,1.9285,56.96,33278.97,22.19,4.85,1018.96,2,0,0.781,0.441,0
607,10.0.2.215,192.168.1.248,2.6859,547.75,419173.67,0.69,4.43,1157.92,268,1,0.788,0.93,1
608,10.0.2.6,192.168.1.116,12.9351,46.54,57265.06,14.86,6.7,1054.8,1,2,0.843,0.263,0
609,10.0.2.132,192.168.1.147,25.6274,706.09,1180729.71,0.88,6.24,969.3,208,1,0.848,0.613,1
610,10.0.1.98,192.168.1.199,15.868,52.27,50867.31,22.75,4.28,1033.53,4,2,0.842,0.237,0
611,10.0.3.161,192.168.1.9,15.1894,939.96,492160.49,0.45,4.49,932.85,266,2,0.731,0.958,1
612,10.0.1.54,192.168.1.150,22.734,1269.66,439295.26,0.18,2.97,673.81,115,0,0.763,0.59,1
613,10.0.3.175,192.168.1.185,7.5097,35.82,29487.4,23.74,7.8,959.88,0,2,0.715,0.239,0
614,10.0.4.207,192.168.1.145,21.8348,1191.62,856973.12,0.15,9.2,1063.34,290,0,0.818,0.613,1
615,10.0.4.173,192.168.1.58,23.2321,51.37,63461.2,1.69,5.33,966.23,2,77,0.708,0.308,2
616,10.0.2.192,192.168.1.149,22.8603,66.01,46052.18,17.35,2.57,1116.4,3,0,0.781,0.37,0
617,10.0.1.35,192.168.1.106,8.4236,55.14,37996.41,27.12,4.27,1041.46,0,0,0.721,0.355,0
618,10.0.4.203,192.168.1.169,26.0097,34.08,63194.22,25.96,4.39,1052.59,1,1,0.781,0.409,0
619,10.0.2.148,192.168.1.160,17.8296,48.5,37938.49,29.13,2.49,1079.66,2,1,0.768,0.244,0
620,10.0.2.25,192.168.1.176,24.0718,67.64,1358904.72,13.85,6.9,1492.35,1,1,0.766,0.409,3
621,10.0.3.18,192.168.1.190,19.008,55.54,56777.01,11.98,4.18,922.92,0,0,0.807,0.433,0
622,10.0.3.102,192.168.1.224,23.1806,58.35,48344.65,23.97,8.42,903.17,2,2,0.857,0.247,0
623,10.0.1.2,192.168.1.218,16.7702,76.33,50599.99,26.45,2.6,891.16,2,3,0.7,0.425,0
624,10.0.4.200,192.168.1.113,26.9782,39.2,40513.75,15.29,6.76,768.36,4,1,0.737,0.222,0
625,10.0.1.214,192.168.1.67,26.1369,44.3,49202.67,23.98,3.47,1097.82,2,1,0.853,0.256,0
626,10.0.2.50,192.168.1.137,22.1905,53.23,39122.51,19.38,2.76,1096.43,1,1,0.706,0.213,0
627,10.0.3.184,192.168.1.60,14.7296,56.33,1897908.59,18.45,4.72,1456.34,2,3,0.871,0.205,3
628,10.0.3.13,192.168.1.31,25.2708,42.49,55143.77,10.93,6.27,1042.51,2,1,0.791,0.438,0
629,10.0.3.235,192.168.1.83,18.3026,47.46,41740.52,3.36,4.81,1067.7,1,27,0.896,0.442,2
630,10.0.3.30,192.168.1.13,6.5788,51.19,41539.03,16.96,4.17,1058.76,0,1,0.768,0.248,0
631,10.0.3.238,192.168.1.151,6.7812,35.84,65245.17,17.78,8.2,1133.78,2,2,0.703,0.242,0
632,10.0.1.194,192.168.1.146,4.6749,590.61,1036357.37,0.17,4.73,989.6,330,2,0.922,0.905,1
633,10.0.3.69,192.168.1.158,20.8093,54.33,67970.1,27.65,2.96,863.23,2,1,0.849,0.347,0
634,10.0.4.132,192.168.1.110,6.5913,51.72,50457.23,26.65,4.7,715.9,4,0,0.811,0.321,0
635,10.0.1.117,192.168.1.168,22.9841,85.44,61652.13,18.09,3.17,856.11,3,0,0.817,0.34,0
636,10.0.4.16,192.168.1.239,19.187,62.51,38107.76,14.84,6.34,1262.67,1,1,0.907,0.351,0
637,10.0.2.79,192.168.1.23,16.7239,44.23,53268.53,23.62,5.91,767.87,5,0,0.941,0.322,0
638,10.0.4.30,192.168.1.120,9.9423,53.41,1400962.27,22.78,0.94,1440.65,1,2,0.885,0.357,3
639,10.0.3.247,192.168.1.235,12.6937,50.65,1631228.71,23.13,6.79,1436.58,3,0,0.73,0.396,3
640,10.0.4.97,192.168.1.112,15.6848,66.13,2036237.55,19.58,7.75,1431.56,4,3,0.841,0.415,3
641,10.0.2.15,192.168.1.164,10.7844,60.34,32778.98,20.52,4.83,1013.82,2,1,0.937,0.343,0
642,10.0.1.70,192.168.1.117,8.2712,63.84,53128.22,22.87,7.8,1178.68,1,2,0.925,0.284,0
643,10.0.3.87,192.168.1.217,8.7082,1247.67,753523.88,0.97,4.68,942.24,289,4,0.722,0.901,1
644,10.0.4.235,192.168.1.209,9.903,42.14,1755030.54,15.93,6.76,1503.92,0,2,0.815,0.269,3
645,10.0.4.131,192.168.1.94,26.6558,592.03,327246.44,0.55,8.07,1212.12,341,1,0.725,0.634,1
646,10.0.2.15,192.168.1.247,18.6519,35.49,40757.32,2.59,6.07,907.41,3,36,0.736,0.258,2
647,10.0.4.155,192.168.1.58,18.8896,62.02,35057.36,20.9,4.02,905.94,2,1,0.882,0.282,0
648,10.0.2.101,192.168.1.228,9.2843,49.4,49287.96,20.26,5.94,1051.33,2,1,0.717,0.264,0
649,10.0.2.181,192.168.1.19,20.9974,49.77,36688.94,17.94,3.55,974.98,2,0,0.916,0.323,0
650,10.0.4.2,192.168.1.169,6.6081,52.45,1428398.02,16.95,4.22,1458.14,4,2,0.892,0.348,3
651,10.0.3.154,192.168.1.81,1.1622,50.87,39922.16,22.16,6.3,928.83,5,0,0.841,0.262,0
652,10.0.2.20,192.168.1.72,21.4938,728.2,691006.56,0.11,4.26,836.64,341,3,0.883,0.847,1
653,10.0.4.9,192.168.1.184,14.038,42.84,59574.2,24.61,2.55,1026.85,1,3,0.889,0.309,0
654,10.0.3.216,192.168.1.59,17.5214,59.09,57147.44,16.12,6.01,965.84,4,0,0.934,0.241,0
655,10.0.4.46,192.168.1.123,14.3924,1372.89,1027996.34,0.9,5.8,933.52,229,1,0.857,0.457,1
656,10.0.4.26,192.168.1.24,23.9171,47.37,1684889.57,9.98,3.66,1410.76,4,3,0.875,0.379,3
657,10.0.2.220,192.168.1.86,24.2906,30.2,1457583.75,14.81,4.94,1470.64,1,0,0.88,0.228,3
658,10.0.2.205,192.168.1.222,13.8779,32.2,47580.72,12.06,10.47,869.07,4,3,0.757,0.225,0
659,10.0.2.111,192.168.1.27,6.8915,682.39,937994.62,0.73,4.59,995.71,143,0,0.741,0.653,1
660,10.0.4.247,192.168.1.134,4.7392,45.99,55586.95,17.98,2.55,866.08,3,0,0.874,0.408,0
661,10.0.1.133,192.168.1.180,21.4441,45.72,48683.44,19.63,4.86,1132.04,3,1,0.87,0.418,0
662,10.0.2.4,192.168.1.198,25.9575,51.97,58268.39,19.48,1.48,962.33,1,1,0.798,0.347,0
663,10.0.4.70,192.168.1.96,1.5539,55.05,58204.79,17.93,4.83,886.19,4,0,0.732,0.426,0
664,10.0.4.67,192.168.1.225,28.8352,50.87,1692663.64,18.33,4.19,1446.3,1,1,0.718,0.3,3
665,10.0.3.229,192.168.1.82,21.1808,49.06,59531.54,16.55,3.46,1100.29,1,1,0.706,0.353,0
666,10.0.4.4,192.168.1.211,24.4453,45.01,1089287.35,25.88,2.34,1476.57,3,3,0.862,0.433,3
667,10.0.3.93,192.168.1.212,19.4718,34.93,45131.03,24.14,4.91,1135.33,2,1,0.787,0.25,0
668,10.0.4.22,192.168.1.19,13.7751,62.48,58461.13,15.74,7.53,1093.55,3,0,0.925,0.212,0
669,10.0.1.75,192.168.1.121,29.4041,43.57,59646.74,22.26,6.21,906.41,1,1,0.905,0.449,0
670,10.0.3.39,192.168.1.236,13.3123,638.02,695669.9,0.2,4.11,860.64,166,1,0.752,0.878,1
671,10.0.1.161,192.168.1.71,2.0326,54.64,62242.77,20.96,3.24,1225.96,1,0,0.939,0.395,0
672,10.0.2.115,192.168.1.34,15.1358,47.38,54050.35,15.77,1.78,1112.98,0,0,0.798,0.238,0
673,10.0.2.116,192.168.1.182,8.1491,54.58,2256565.08,11.42,4.18,1428.63,2,1,0.902,0.338,3
674,10.0.3.166,192.168.1.129,3.1078,59.99,60548.06,21.09,9.84,1297.1,2,0,0.812,0.401,0
675,10.0.2.83,192.168.1.194,29.1147,35.94,1059203.37,20.05,6.47,1440.6,2,2,0.701,0.369,3
676,10.0.2.47,192.168.1.39,23.7585,45.05,29032.01,19.08,5.2,876.2,3,0,0.818,0.442,0
677,10.0.2.111,192.168.1.5,23.1063,52.8,43473.86,15.76,5.04,1097.85,1,0,0.873,0.281,0
678,10.0.2.27,192.168.1.219,24.8801,61.96,49480.45,21.41,4.31,1034.05,2,0,0.853,0.23,0
679,10.0.1.97,192.168.1.235,28.8615,50.88,51077.05,2.64,5.29,821.58,3,31,0.795,0.422,2
680,10.0.4.99,192.168.1.156,29.4744,56.13,49634.41,29.52,6.15,986.91,1,0,0.772,0.317,0
681,10.0.1.9,192.168.1.224,28.802,55.42,41910.36,27.79,6.99,798.26,2,0,0.702,0.443,0
682,10.0.4.2,192.168.1.64,1.2378,39.25,44118.91,2.37,6.11,757.34,2,52,0.732,0.223,2
683,10.0.4.149,192.168.1.128,21.0907,59.75,45771.28,20.97,3.88,978.7,3,2,0.896,0.308,0
684,10.0.1.125,192.168.1.144,15.4241,52.12,53298.58,18.14,7.95,933.75,4,4,0.704,0.387,0
685,10.0.1.210,192.168.1.36,14.2271,56.54,42470.95,22.83,4.88,1129.74,5,0,0.834,0.258,0
686,10.0.1.50,192.168.1.147,9.8118,614.45,466507.75,0.87,5.63,806.93,399,0,0.841,0.589,1
687,10.0.3.229,192.168.1.241,29.359,38.53,47847.52,29.87,4.25,976.6,2,1,0.922,0.341,0
688,10.0.4.80,192.168.1.167,11.8921,62.57,43890.89,18.07,2.58,1005.77,1,2,0.805,0.315,0
689,10.0.3.8,192.168.1.165,24.689,41.93,45407.8,19.12,1.93,746.79,1,2,0.761,0.254,0
690,10.0.4.68,192.168.1.121,14.1641,695.95,551557.54,0.16,5.83,1126.47,231,0,0.814,0.878,1
691,10.0.1.192,192.168.1.3,15.6967,52.8,61626.95,20.93,0.94,914.94,3,2,0.778,0.277,0
692,10.0.3.184,192.168.1.5,29.492,52.79,53215.85,20.58,5.76,953.28,2,2,0.817,0.447,0
693,10.0.3.213,192.168.1.85,10.9096,59.52,49147.07,3.88,4.55,831.58,2,60,0.799,0.248,2
694,10.0.1.213,192.168.1.208,20.2987,42.53,65162.5,2.16,3.61,749.55,2,40,0.883,0.304,2
695,10.0.4.73,192.168.1.148,19.4147,63.91,53962.73,25.04,3.37,799.98,4,1,0.865,0.337,0
696,10.0.1.137,192.168.1.15,5.6914,32.36,42171.42,18.73,3.25,1023.31,1,1,0.927,0.218,0
697,10.0.2.10,192.168.1.233,28.4896,797.01,734504.92,0.45,8.15,886.23,103,1,0.838,0.747,1
698,10.0.4.247,192.168.1.74,18.3662,48.67,47015.61,18.41,5.55,930.71,6,1,0.881,0.305,0
699,10.0.2.3,192.168.1.197,18.3795,47.83,45715.49,23.28,1.28,925.08,1,1,0.879,0.342,0
700,10.0.4.35,192.168.1.116,29.7659,638.23,671137.34,0.59,4.11,924.44,325,0,0.814,0.6,1
701,10.0.2.240,192.168.1.210,26.405,843.66,245291.31,0.9,5.21,773.37,172,3,0.921,0.532,1
702,10.0.2.44,192.168.1.51,19.5489,49.13,1870610.72,15.31,8.77,1445.98,5,2,0.822,0.265,3
703,10.0.4.26,192.168.1.190,2.4495,54.33,35566.09,28.5,7.14,790.67,1,2,0.831,0.221,0
704,10.0.4.86,192.168.1.164,27.2086,52.76,55661.38,21.31,7.47,847.88,2,0,0.817,0.258,0
705,10.0.1.112,192.168.1.98,1.1634,43.03,50611.61,17.73,3.69,1194.75,2,0,0.705,0.228,0
706,10.0.4.53,192.168.1.130,2.5779,59.88,54592.04,24.59,4.38,901.47,1,1,0.89,0.336,0
707,10.0.3.214,192.168.1.121,5.686,39.22,53284.94,26.13,7.34,1061.98,1,0,0.883,0.354,0
